episode_dqn,controller_dqn,seed,traffic_scenario,realized_scenario_dqn,avg_waiting_time_dqn,max_waiting_time_dqn,avg_queue_dqn,max_queue_dqn,throughput_dqn,episode_reward_dqn,departed_dqn,unfinished_dqn,pending_dqn,max_pending_dqn,collisions_dqn,teleports_dqn,duration_dqn,reward_queue_dqn,reward_waiting_dqn,reward_max_waiting_dqn,reward_switching_dqn,phase_changes_dqn,forced_changes_dqn,scheduled_dqn,not_inserted_dqn,route_sha256_dqn,model_index,model_source,episode_fixed,controller_fixed,realized_scenario_fixed,avg_waiting_time_fixed,max_waiting_time_fixed,avg_queue_fixed,max_queue_fixed,throughput_fixed,episode_reward_fixed,departed_fixed,unfinished_fixed,pending_fixed,max_pending_fixed,collisions_fixed,teleports_fixed,duration_fixed,reward_queue_fixed,reward_waiting_fixed,reward_max_waiting_fixed,reward_switching_fixed,phase_changes_fixed,forced_changes_fixed,scheduled_fixed,not_inserted_fixed,route_sha256_fixed
42,dqn,4012,ns_heavy,ns_heavy,9.072072072072071,59.0,6.713333333333333,19,215,-39.39037553424642,222,7,0,1,0,0,300.0,-25.175000532064587,-0.4887083328903827,-6.526666669291449,-7.200000000000004,36,5,222,0,bf94e776b5d7d1272e134a04593ca59e8ff94e64d516d46aec4bf19ab9fe80dc,0,results\heldout_approach\dqn_s11\episodes.csv,42,fixed,ns_heavy,19.22072072072072,120.0,14.223333333333333,34,206,-75.44335888111603,222,16,0,1,0,0,300.0,-53.2125005600974,-2.286483333605428,-13.34437498741318,-6.600000000000003,33,0,222,0,bf94e776b5d7d1272e134a04593ca59e8ff94e64d516d46aec4bf19ab9fe80dc
43,dqn,4013,ns_heavy,ns_heavy,7.632211538461538,76.0,5.291666666666667,12,206,-33.66667959858461,208,2,0,2,0,0,300.0,-19.843750435858965,-0.4181375003958235,-7.00479166232981,-6.400000000000003,32,5,208,0,6941a1e6762cc8a006492f1db9c85534ff85398f8ef66a00149204dbb0cb55f5,0,results\heldout_approach\dqn_s11\episodes.csv,43,fixed,ns_heavy,16.80528846153846,107.0,11.651666666666667,28,193,-63.53605895179133,208,15,0,2,0,0,300.0,-43.462500646244735,-1.4766833326248152,-11.996874972921796,-6.600000000000003,33,0,208,0,6941a1e6762cc8a006492f1db9c85534ff85398f8ef66a00149204dbb0cb55f5
44,dqn,4014,ns_heavy,ns_heavy,10.367088607594935,99.5,8.19,18,234,-50.020604718526016,237,3,0,2,0,0,300.0,-30.712500558700413,-0.8162291661399649,-11.691874993685634,-6.800000000000003,34,3,237,0,2aa17ef0cf3a23cac907804ebb3688fd0e1995524ef631f392c93be4b63c0930,0,results\heldout_approach\dqn_s11\episodes.csv,44,fixed,ns_heavy,23.976793248945143,129.5,18.941666666666663,45,204,-93.13457528440703,237,33,0,2,0,0,300.0,-67.83125027501956,-3.607491668238799,-15.095833341148682,-6.600000000000003,33,0,237,0,2aa17ef0cf3a23cac907804ebb3688fd0e1995524ef631f392c93be4b63c0930
45,dqn,4015,ns_heavy,ns_heavy,11.102459016393444,85.0,9.03,24,238,-50.0864258089911,244,6,0,1,0,0,300.0,-33.86250082263723,-0.8870500009150422,-8.73687498543877,-6.600000000000003,33,5,244,0,39c219bc5b761a8e6abd4b63133689c13a5cd54791d45a0a99f53daeda41c800,0,results\heldout_approach\dqn_s11\episodes.csv,45,fixed,ns_heavy,22.084016393442624,93.5,17.961666666666666,52,217,-78.55655397086444,244,27,0,1,0,0,300.0,-59.51874981727451,-2.232804168300208,-10.20499998528976,-6.600000000000003,33,0,244,0,39c219bc5b761a8e6abd4b63133689c13a5cd54791d45a0a99f53daeda41c800
46,dqn,4016,ns_heavy,ns_heavy,9.134615384615383,99.5,7.125,16,228,-43.9027338798936,234,6,0,2,0,0,300.0,-26.718750549014658,-0.6889833340035696,-9.894999996875413,-6.600000000000003,33,5,234,0,b5c99a41bdbb5244ebfe019b7035b996a93da7c261efce18d50e4a81d114aa0d,0,results\heldout_approach\dqn_s11\episodes.csv,46,fixed,ns_heavy,22.504273504273502,101.5,17.553333333333335,51,198,-82.89474595885183,234,36,0,2,0,0,300.0,-62.97500011092052,-2.319745832913757,-11.000000015017582,-6.600000000000003,33,0,234,0,b5c99a41bdbb5244ebfe019b7035b996a93da7c261efce18d50e4a81d114aa0d
47,dqn,4017,ns_heavy,ns_heavy,11.212264150943396,70.5,7.923333333333333,19,207,-45.876638170590034,212,5,0,2,0,0,300.0,-29.71250069141388,-0.6889291671592225,-8.275208312016911,-7.200000000000004,36,3,212,0,dc66372f25c5df9641d7149145729f3cddb0d391680ba477180685281c52ca7d,0,results\heldout_approach\dqn_s11\episodes.csv,47,fixed,ns_heavy,23.62971698113208,130.0,16.698333333333334,34,186,-82.80061284157422,212,26,0,2,0,0,300.0,-58.02500035986304,-3.430820832871539,-14.7447916488396,-6.600000000000003,33,0,212,0,dc66372f25c5df9641d7149145729f3cddb0d391680ba477180685281c52ca7d
48,dqn,4018,ns_heavy,ns_heavy,9.465437788018432,87.5,6.846666666666667,16,205,-41.469358885936536,217,12,0,2,0,0,300.0,-25.675000548828397,-0.5966499997964998,-7.997708337311635,-7.200000000000004,36,4,217,0,461397ce68777a289f9c061bfd0bda683f275d79eec13edc2233be11c24ad42b,0,results\heldout_approach\dqn_s11\episodes.csv,48,fixed,ns_heavy,17.73963133640553,101.0,12.831666666666669,40,188,-64.83205459271342,217,29,0,2,0,0,300.0,-45.9062504270114,-1.5949708323205414,-10.73083333338145,-6.600000000000003,33,0,217,0,461397ce68777a289f9c061bfd0bda683f275d79eec13edc2233be11c24ad42b
49,dqn,4019,ns_heavy,ns_heavy,9.42117117117117,94.5,6.971666666666667,18,214,-41.9797881266888,222,8,0,1,0,0,300.0,-26.14375062240288,-0.6327041664480927,-8.803333337837831,-6.400000000000003,32,3,222,0,ef20a87b85319e134209dbe7e10226cbd1d2f8b4d64b1a96b77239e40de59834,0,results\heldout_approach\dqn_s11\episodes.csv,49,fixed,ns_heavy,20.486486486486488,92.0,15.16,39,195,-74.30788779136132,222,27,0,1,0,0,300.0,-55.73125030333176,-1.9708041662895992,-10.00583332173992,-6.600000000000003,33,0,222,0,ef20a87b85319e134209dbe7e10226cbd1d2f8b4d64b1a96b77239e40de59834
50,dqn,4020,ns_heavy,ns_heavy,12.271186440677964,83.5,9.653333333333334,20,232,-53.63084654931518,236,4,0,2,0,0,300.0,-36.20000071404502,-0.9985541665701032,-9.83229166870006,-6.600000000000003,33,5,236,0,cf3adfb6fb2553349466bd7e03112362c6a956c29018c2be6aa2477b3dd50396,0,results\heldout_approach\dqn_s11\episodes.csv,50,fixed,ns_heavy,19.614406779661017,105.5,15.43,36,215,-79.04055883080439,236,21,0,2,0,0,300.0,-56.81250050477684,-2.2059749976193435,-13.422083328408185,-6.600000000000003,33,0,236,0,cf3adfb6fb2553349466bd7e03112362c6a956c29018c2be6aa2477b3dd50396
51,dqn,4021,ns_heavy,ns_heavy,9.681372549019608,68.0,6.583333333333333,15,201,-39.05062976595725,204,3,0,2,0,0,300.0,-24.68750061141327,-0.5291708333628775,-7.433958321181129,-6.400000000000003,32,6,204,0,1c8805baf7f81bc3000fc6e337fac2524ba07fe38d4a457896801020d8742f74,0,results\heldout_approach\dqn_s11\episodes.csv,51,fixed,ns_heavy,21.45833333333333,114.0,14.591666666666669,33,188,-76.1538756438859,204,16,0,2,0,0,300.0,-53.21250063041225,-2.3094999983070013,-14.031875015166593,-6.600000000000003,33,0,204,0,1c8805baf7f81bc3000fc6e337fac2524ba07fe38d4a457896801020d8742f74
52,dqn,4022,ns_heavy,ns_heavy,13.667420814479636,92.0,10.068333333333332,22,216,-54.72971316913971,221,5,0,1,0,0,300.0,-36.91250066040084,-1.198462498936715,-9.618750009802168,-7.000000000000004,35,5,221,0,b9dea2bc426fac016924909afde8efddec133d78219d647005ff1d42902d16e4,0,results\heldout_approach\dqn_s11\episodes.csv,52,fixed,ns_heavy,20.563348416289596,108.5,15.148333333333332,35,200,-76.60202561318079,221,21,0,1,0,0,300.0,-54.193750611972064,-2.072233334524934,-13.73604166668374,-6.600000000000003,33,0,221,0,b9dea2bc426fac016924909afde8efddec133d78219d647005ff1d42902d16e4
53,dqn,4023,ns_heavy,ns_heavy,12.617768595041325,87.0,10.178333333333333,23,235,-57.32750076538428,242,7,0,3,0,0,300.0,-38.168750770855695,-1.297291664183286,-11.46145833034534,-6.400000000000003,32,5,242,0,314d299fcd3b2945a130a9cc58519304e38d2d5cc94b82d4939fd3859fb441fe,0,results\heldout_approach\dqn_s11\episodes.csv,53,fixed,ns_heavy,23.989669421487605,79.0,19.351666666666667,57,203,-78.93389593187827,242,39,0,3,0,0,300.0,-60.66875011799857,-2.28347916537532,-9.381666648504336,-6.600000000000003,33,0,242,0,314d299fcd3b2945a130a9cc58519304e38d2d5cc94b82d4939fd3859fb441fe
54,dqn,4024,ns_heavy,ns_heavy,10.433333333333334,62.5,7.825,20,212,-44.763617247265216,225,13,0,2,0,0,300.0,-29.231250586919487,-0.7157000008890463,-7.616666659456684,-7.200000000000004,36,5,225,0,4ac13e2d2e4d1b533d96d200f81c96b11e6a1d3beb4380326f1fdf9efca118f1,0,results\heldout_approach\dqn_s11\episodes.csv,54,fixed,ns_heavy,20.61555555555556,111.5,15.461666666666666,42,192,-74.26617977671488,225,33,0,2,0,0,300.0,-51.81875062873587,-2.521804171927942,-13.325624976051044,-6.600000000000003,33,0,225,0,4ac13e2d2e4d1b533d96d200f81c96b11e6a1d3beb4380326f1fdf9efca118f1
55,dqn,4025,ns_heavy,ns_heavy,7.8,96.5,5.33,15,201,-35.37909635025063,205,4,0,3,0,0,300.0,-19.98750051576644,-0.4226375006743186,-7.968958333809861,-7.000000000000004,35,6,205,0,5ca2e0b27c55ce2f23eb6856e21162a949394cbea0c57665828f6a5ef4061b39,0,results\heldout_approach\dqn_s11\episodes.csv,55,fixed,ns_heavy,22.541463414634148,89.0,15.403333333333334,43,187,-74.59475453832053,205,18,0,3,0,0,300.0,-54.63125037774444,-2.0545458339933247,-11.308958326582808,-6.600000000000003,33,0,205,0,5ca2e0b27c55ce2f23eb6856e21162a949394cbea0c57665828f6a5ef4061b39
56,dqn,4026,ns_heavy,ns_heavy,11.322175732217572,117.5,9.02,20,235,-51.61824642366772,239,4,0,2,0,0,300.0,-33.825000611599535,-0.9057458361661704,-10.287499975902028,-6.600000000000003,33,5,239,0,d89222543344da5f2d7124062c897eb083361016b68f21e8ca770c57b61cf4fe,0,results\heldout_approach\dqn_s11\episodes.csv,56,fixed,ns_heavy,23.311715481171547,101.0,18.571666666666665,53,206,-89.3340881752439,239,33,0,2,0,0,300.0,-66.9500006805174,-2.785545828787873,-12.998541665938676,-6.600000000000003,33,0,239,0,d89222543344da5f2d7124062c897eb083361016b68f21e8ca770c57b61cf4fe
57,dqn,4027,ns_heavy,ns_heavy,8.193298969072165,58.0,5.298333333333333,13,190,-32.5558628720879,194,4,0,2,0,0,300.0,-19.86875037709251,-0.3894041677885982,-5.697708327206784,-6.600000000000003,33,7,194,0,a4c8c67f1dabaebc1913be7732195ac4b80dfd6b37e9d1f6f4958cb6d7e0ff99,0,results\heldout_approach\dqn_s11\episodes.csv,57,fixed,ns_heavy,17.13917525773196,78.0,11.083333333333334,32,178,-54.77941720878078,194,16,0,2,0,0,300.0,-40.22500053467229,-1.0537916676032182,-6.900625006505294,-6.600000000000003,33,0,194,0,a4c8c67f1dabaebc1913be7732195ac4b80dfd6b37e9d1f6f4958cb6d7e0ff99
58,dqn,4028,ns_heavy,ns_heavy,10.10377358490566,61.5,7.14,18,206,-41.84675899353388,212,6,0,1,0,0,300.0,-26.77500067371875,-0.5857166676600172,-7.486041652155107,-7.000000000000004,35,4,212,0,2749f7cb3086be66484955485239673d1b3b53025c3172ca4dbf801aa4cf67fd,0,results\heldout_approach\dqn_s11\episodes.csv,58,fixed,ns_heavy,23.514150943396228,123.0,16.616666666666667,41,187,-83.19638359760499,212,25,0,1,0,0,300.0,-60.77500026812777,-2.749716669387272,-13.07166666008998,-6.600000000000003,33,0,212,0,2749f7cb3086be66484955485239673d1b3b53025c3172ca4dbf801aa4cf67fd
59,dqn,4029,ns_heavy,ns_heavy,10.785714285714286,53.0,8.556666666666667,22,228,-46.07493806736823,238,10,0,2,0,0,300.0,-32.087500581052154,-0.7241041670720733,-6.26333331924398,-7.000000000000004,35,7,238,0,610e6f63a2f99ce2445ac752594737b3611d310466f0e44c6ad8a658ec8cf81b,0,results\heldout_approach\dqn_s11\episodes.csv,59,fixed,ns_heavy,16.66386554621849,108.0,13.22,41,212,-67.20329635204322,238,26,0,2,0,0,300.0,-48.41875050356612,-1.8401708372221035,-10.344375011255035,-6.600000000000003,33,0,238,0,610e6f63a2f99ce2445ac752594737b3611d310466f0e44c6ad8a658ec8cf81b
60,dqn,4030,ns_heavy,ns_heavy,8.344907407407407,63.5,6.008333333333334,13,212,-36.79668800670626,216,4,0,3,0,0,300.0,-22.53125052480027,-0.4739791665968372,-7.191458315309135,-6.600000000000003,33,6,216,0,6769b58c614f5ed0023f1f86a68fb141c93493e1546aadf2d63adc65a9753eeb,0,results\heldout_approach\dqn_s11\episodes.csv,60,fixed,ns_heavy,23.689814814814813,116.0,17.05666666666667,44,186,-79.02050435951023,216,30,0,3,0,0,300.0,-57.38750019110739,-2.565504168118788,-12.467500000284057,-6.600000000000003,33,0,216,0,6769b58c614f5ed0023f1f86a68fb141c93493e1546aadf2d63adc65a9753eeb
61,dqn,4001,ew_heavy,ew_heavy,11.389671361502348,95.0,8.088333333333333,19,195,-46.9084796758216,213,18,0,1,0,0,300.0,-30.331250505987555,-0.8841041687490361,-9.093125001084989,-6.600000000000003,33,7,213,0,bcae5db06b0b6b215ebb36bfa1c47572314c4eba35ce7704204153e65d86e269,0,results\heldout_approach\dqn_s11\episodes.csv,61,fixed,ew_heavy,24.253521126760564,103.5,17.22,43,170,-77.81032952987513,213,43,0,1,0,0,300.0,-57.46250035613775,-2.571579167362505,-11.176250006374906,-6.600000000000003,33,0,213,0,bcae5db06b0b6b215ebb36bfa1c47572314c4eba35ce7704204153e65d86e269
62,dqn,4002,ew_heavy,ew_heavy,8.05,65.5,5.635,14,203,-35.96292132448508,210,7,0,2,0,0,300.0,-21.131250496488065,-0.4222958334685245,-7.209374994528484,-7.200000000000004,36,4,210,0,06a983ce28033fc3d05099f7709f7ffac86eb537f2b6344f7c3f0efcd13d01e3,0,results\heldout_approach\dqn_s11\episodes.csv,62,fixed,ew_heavy,18.84285714285714,97.5,13.19,37,176,-66.91999240200597,210,34,0,2,0,0,300.0,-48.48125075222924,-1.763533332358202,-10.075208317418577,-6.600000000000003,33,0,210,0,06a983ce28033fc3d05099f7709f7ffac86eb537f2b6344f7c3f0efcd13d01e3
63,dqn,4003,ew_heavy,ew_heavy,10.796296296296296,69.5,8.745,20,226,-49.81742150817371,243,17,0,3,0,0,300.0,-32.79375068191439,-0.8226291674545793,-9.001041658804763,-7.200000000000004,36,4,243,0,5e753a57519bbd4740a86be026ee059ff849ce11223591de204b6412d70011bc,0,results\heldout_approach\dqn_s11\episodes.csv,63,fixed,ew_heavy,17.152263374485596,66.5,13.893333333333333,46,204,-65.45126304023792,243,39,0,3,0,0,300.0,-49.48750055208802,-1.3662624970114845,-7.997499991138467,-6.600000000000003,33,0,243,0,5e753a57519bbd4740a86be026ee059ff849ce11223591de204b6412d70011bc
64,dqn,4004,ew_heavy,ew_heavy,9.354347826086956,96.0,7.171666666666667,19,224,-44.66156702658191,230,6,0,2,0,0,300.0,-26.89375036722049,-0.8436500014460764,-10.12416665791534,-6.800000000000003,34,7,230,0,b9277af4150f8f838a67da01c4de863ec81e9867b633b40fe60f7712f536ac1e,0,results\heldout_approach\dqn_s11\episodes.csv,64,fixed,ew_heavy,26.08478260869565,118.5,19.99833333333333,52,186,-85.09976233872445,230,44,0,2,0,0,300.0,-62.6687498325482,-3.2855958388172435,-12.545416667358964,-6.600000000000003,33,0,230,0,b9277af4150f8f838a67da01c4de863ec81e9867b633b40fe60f7712f536ac1e
65,dqn,4005,ew_heavy,ew_heavy,11.13953488372093,120.5,7.983333333333333,21,211,-51.22866720716483,215,4,0,2,0,0,300.0,-29.93750052666292,-0.9590833317815848,-13.732083348720334,-6.600000000000003,33,5,215,0,9aa4cbf186334f3f6608dd2e0cd86aa6ddc57e9b2c9101630330d389ee40e41b,0,results\heldout_approach\dqn_s11\episodes.csv,65,fixed,ew_heavy,20.15813953488372,103.5,14.446666666666667,36,187,-70.90065851923069,215,28,0,2,0,0,300.0,-51.28750018822029,-2.545450003645237,-10.467708327365113,-6.600000000000003,33,0,215,0,9aa4cbf186334f3f6608dd2e0cd86aa6ddc57e9b2c9101630330d389ee40e41b
66,dqn,4006,ew_heavy,ew_heavy,9.974137931034482,131.0,7.713333333333333,19,218,-47.94574224713946,232,14,0,2,0,0,300.0,-28.92500059911981,-0.869491667162947,-11.15124998085667,-7.000000000000004,35,6,232,0,98dfc4cc08fe0e2e09fce9e12d1366ab081bc408fa60da1f264269f7bbface11,0,results\heldout_approach\dqn_s11\episodes.csv,66,fixed,ew_heavy,22.39655172413793,117.0,17.32,42,194,-85.20198366529297,232,38,0,2,0,0,300.0,-61.8187503227964,-2.6530249953873866,-14.130208347109148,-6.600000000000003,33,0,232,0,98dfc4cc08fe0e2e09fce9e12d1366ab081bc408fa60da1f264269f7bbface11
67,dqn,4007,ew_heavy,ew_heavy,10.153669724770642,85.5,7.378333333333333,17,210,-44.08052138731002,218,8,0,1,0,0,300.0,-27.66875056223944,-0.6871875005133916,-9.12458332455717,-6.600000000000003,33,6,218,0,68d3f10963d07141673f3dfd8eb3ef96c0e9ea0c7c77553834837450c2688b08,0,results\heldout_approach\dqn_s11\episodes.csv,67,fixed,ew_heavy,20.56651376146789,121.0,14.945,35,189,-77.98223796081442,218,29,0,1,0,0,300.0,-55.05000046687201,-2.661404162363033,-13.670833331579349,-6.600000000000003,33,0,218,0,68d3f10963d07141673f3dfd8eb3ef96c0e9ea0c7c77553834837450c2688b08
68,dqn,4008,ew_heavy,ew_heavy,9.433962264150944,116.0,6.666666666666667,15,205,-43.05959636974657,212,7,0,1,0,0,300.0,-25.00000054202974,-0.5779291666396609,-10.08166666107718,-7.400000000000004,37,5,212,0,085398366264a4e2b4ba89d209cc3b0a25612f707fce53d9f9266e2a0eb7dc38,0,results\heldout_approach\dqn_s11\episodes.csv,68,fixed,ew_heavy,19.54481132075472,101.0,13.811666666666667,30,189,-70.75512968051113,212,23,0,1,0,0,300.0,-51.06250052573159,-2.065962497967849,-11.026666656811724,-6.600000000000003,33,0,212,0,085398366264a4e2b4ba89d209cc3b0a25612f707fce53d9f9266e2a0eb7dc38
69,dqn,4009,ew_heavy,ew_heavy,9.289954337899545,103.0,6.781666666666666,16,212,-43.65731280705804,219,7,0,2,0,0,300.0,-25.431250309571624,-0.801062500978878,-11.024999996507546,-6.400000000000003,32,4,219,0,1a84b65e8ed747fcd3f8bc671e61db074bab3a2aa2923a83d8f34e3fbdc38b12,0,results\heldout_approach\dqn_s11\episodes.csv,69,fixed,ew_heavy,23.82648401826484,113.5,17.393333333333334,42,184,-85.64358386320089,219,35,0,2,0,0,300.0,-62.06250053877011,-2.781916665863537,-14.19916665856726,-6.600000000000003,33,0,219,0,1a84b65e8ed747fcd3f8bc671e61db074bab3a2aa2923a83d8f34e3fbdc38b12
70,dqn,4010,ew_heavy,ew_heavy,8.016587677725118,63.0,5.638333333333334,14,208,-35.75980478622224,211,3,0,1,0,0,300.0,-21.14375063031912,-0.4393875008376198,-6.976666655065495,-7.200000000000004,36,7,211,0,ea0ff5bf03b40ac15349d041e882ffd630cbe076b03c68c625e92b93df5f3c15,0,results\heldout_approach\dqn_s11\episodes.csv,70,fixed,ew_heavy,20.187203791469194,106.5,14.198333333333334,34,188,-74.96147125545897,211,23,0,1,0,0,300.0,-53.06875042011961,-2.1112624994806533,-13.181458335858778,-6.600000000000003,33,0,211,0,ea0ff5bf03b40ac15349d041e882ffd630cbe076b03c68c625e92b93df5f3c15
71,dqn,4011,ew_heavy,ew_heavy,11.124444444444444,122.5,8.343333333333334,18,219,-54.0106630949878,225,6,0,2,0,0,300.0,-31.28750059194863,-1.206704165168776,-14.716458337870431,-6.800000000000003,34,6,225,0,aa5179d8545ca2073eb881d311b57d30198fd2cdc57bb1168b0e8043cf7af7ae,0,results\heldout_approach\dqn_s11\episodes.csv,71,fixed,ew_heavy,24.802222222222223,124.0,18.601666666666667,45,185,-88.60709223984522,225,40,0,2,0,0,300.0,-65.52500056894496,-3.2512583355630347,-13.230833335337232,-6.600000000000003,33,0,225,0,aa5179d8545ca2073eb881d311b57d30198fd2cdc57bb1168b0e8043cf7af7ae
72,dqn,4012,ew_heavy,ew_heavy,10.308219178082192,96.0,7.525,21,205,-45.82585060572091,219,14,0,3,0,0,300.0,-28.218750606291,-0.8225166645024727,-9.584583334927444,-7.200000000000004,36,5,219,0,c58ebb1aeeb94ba320c94fb6d7bd519515cbed841fad1def8fc79e13134560be,0,results\heldout_approach\dqn_s11\episodes.csv,72,fixed,ew_heavy,15.605022831050228,82.5,11.391666666666667,34,189,-59.48877975804282,219,30,0,3,0,0,300.0,-41.862500604242086,-1.2783624988143856,-9.747916654986328,-6.600000000000003,33,0,219,0,c58ebb1aeeb94ba320c94fb6d7bd519515cbed841fad1def8fc79e13134560be
73,dqn,4013,ew_heavy,ew_heavy,9.016355140186915,128.5,6.431666666666667,18,205,-45.00029649838616,214,9,0,1,0,0,300.0,-24.118750656954944,-0.782170834385761,-13.299375007045455,-6.800000000000003,34,5,214,0,381841929ab4f15ba4cbeea8aefdde93d2aa4c50c0e9d17af81efc92ccc33144,0,results\heldout_approach\dqn_s11\episodes.csv,73,fixed,ew_heavy,16.63785046728972,75.0,11.868333333333334,35,192,-57.65897984586697,214,22,0,1,0,0,300.0,-42.76875069271773,-1.09627083349551,-7.193958319653762,-6.600000000000003,33,0,214,0,381841929ab4f15ba4cbeea8aefdde93d2aa4c50c0e9d17af81efc92ccc33144
74,dqn,4014,ew_heavy,ew_heavy,11.058704453441296,158.5,9.105,20,234,-57.22065906168939,247,13,0,3,0,0,300.0,-34.143750734161586,-1.0606583339678766,-15.016249993559889,-7.000000000000004,35,4,247,0,04ebd1cc1e7bff7fa26c6e4ae92d98f848a9e474c708f53a109c0b9e70a6a56a,0,results\heldout_approach\dqn_s11\episodes.csv,74,fixed,ew_heavy,21.991902834008098,95.5,18.106666666666666,45,210,-85.26632124457612,247,37,0,3,0,0,300.0,-65.13125040568411,-2.425279169339775,-11.10979166955221,-6.600000000000003,33,0,247,0,04ebd1cc1e7bff7fa26c6e4ae92d98f848a9e474c708f53a109c0b9e70a6a56a
75,dqn,4015,ew_heavy,ew_heavy,9.522357723577237,97.5,7.808333333333334,20,239,-46.34825909779976,246,7,0,1,0,0,300.0,-29.281250776723027,-0.7399249996720756,-9.52708332140464,-6.800000000000003,34,4,246,0,de8828577b283ef3011aa163b10eaced0362876b639fc67dccb4a361c2a3e0f6,0,results\heldout_approach\dqn_s11\episodes.csv,75,fixed,ew_heavy,20.60975609756097,63.0,16.9,55,199,-68.50049222642406,246,47,0,1,0,0,300.0,-52.91250055748969,-1.8429916658657013,-7.145000003068709,-6.600000000000003,33,0,246,0,de8828577b283ef3011aa163b10eaced0362876b639fc67dccb4a361c2a3e0f6
76,dqn,4016,ew_heavy,ew_heavy,10.903587443946188,106.0,8.105,18,217,-49.88377991417149,223,6,0,2,0,0,300.0,-30.393750752322376,-0.9541958351452196,-11.73583332670388,-6.800000000000003,34,3,223,0,94d527482dd0aa6388b1c58ecd8c824b84bf734956496f9775a5f82021fb5665,0,results\heldout_approach\dqn_s11\episodes.csv,76,fixed,ew_heavy,24.32286995515695,128.0,18.08,48,187,-89.12951290371862,223,36,0,2,0,0,300.0,-64.65625040791929,-3.3184708356347974,-14.554791660164486,-6.600000000000003,33,0,223,0,94d527482dd0aa6388b1c58ecd8c824b84bf734956496f9775a5f82021fb5665
77,dqn,4017,ew_heavy,ew_heavy,9.822660098522167,85.0,6.6466666666666665,14,192,-41.19129635611825,203,11,0,1,0,0,300.0,-24.925000523217022,-0.6237958354111472,-8.842499997490092,-6.800000000000003,34,5,203,0,0f38b80af8e629b17f8621aacdde053b00eb560b49202e69db2470ddf792141f,0,results\heldout_approach\dqn_s11\episodes.csv,77,fixed,ew_heavy,18.692118226600986,78.5,12.648333333333332,35,172,-62.0653047819178,203,31,0,1,0,0,300.0,-45.775000636000186,-1.5240541644649066,-8.166249981452717,-6.600000000000003,33,0,203,0,0f38b80af8e629b17f8621aacdde053b00eb560b49202e69db2470ddf792141f
78,dqn,4018,ew_heavy,ew_heavy,7.863636363636363,75.5,5.766666666666667,11,210,-37.623508821155,220,10,0,3,0,0,300.0,-21.62500049499795,-0.5247583345342719,-8.873749991622757,-6.600000000000003,33,3,220,0,f4e8df260c6619d67e4e21a679cbc1862d0bff2c54766b6ea8d027d3fc6aa6a6,0,results\heldout_approach\dqn_s11\episodes.csv,78,fixed,ew_heavy,18.943181818181817,99.0,13.891666666666667,38,195,-71.66448388457574,220,25,0,3,0,0,300.0,-51.36875057267025,-1.7519833322781773,-11.943749979627322,-6.600000000000003,33,0,220,0,f4e8df260c6619d67e4e21a679cbc1862d0bff2c54766b6ea8d027d3fc6aa6a6
